"matricula","data_admissao","cargo","mes_referencia","remuneracao_bruta","remuneracao_eventual","beneficios","descontos_legais","remuneracao_liquida"
"4902","01/01/2017","CHEFE DE GABINETE DE VEREADOR","2/2018","12398,24","0,00","0,00","2834,00","9564,24"
"4920","01/01/2017","CHEFE DE GABINETE DE VEREADOR","2/2018","7642,61","0,00","0,00","1237,39","6405,22"
"4929","01/01/2017","CHEFE DE GABINETE DE VEREADOR","2/2018","12398,24","0,00","0,00","2938,27","9459,97"
"489","22/06/2015","CONTROLADOR GERAL ADJUNTO FG4","2/2018","16688,11","0,00","0,00","4340,49","12347,62"
"368","25/08/2014","CONTROLADOR GERAL FG5","2/2018","17694,00","0,00","0,00","4667,74","13026,26"
"445","23/10/2014","COORDENADOR DE ALMOXARIFADO FG2","2/2018","13188,00","0,00","0,00","3428,59","9759,41"
"403","16/09/2014","COORDENADOR DE APOIO ADMINISTRATIVO FG2","2/2018","12864,63","0,00","0,00","3313,87","9550,76"
"428","10/09/2014","COORDENADOR DE APOIO ADMINISTRATIVO FG2","2/2018","10190,99","0,00","0,00","2313,26","7877,73"
"282","02/07/1992","COORDENADOR DE APOIO AS COMISSOES FG2","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"432","09/09/2014","COORDENADOR DE ARQUIVO PUBLICO","2/2018","13188,00","0,00","0,00","3428,59","9759,41"
"195","17/04/1991","COORDENADOR DE ATENDIMENTO AO PLENARIO FG2","2/2018","23246,08","0,00","0,00","7325,05","15921,03"
"417","11/09/2014","COORDENADOR DE ATENDIMENTO AO USUARIO FG2","2/2018","13861,36","6930,68","0,00","3615,33","17176,71"
"457","05/11/2014","COORDENADOR DE BIBLIOTECA FG2","2/2018","13188,00","0,00","0,00","3428,59","9759,41"
"390","05/09/2014","COORDENADOR DE CONTABILIDADE FG2","2/2018","13945,52","0,00","0,00","3540,91","10404,61"
"103","01/03/1991","COORDENADOR DE GESTAO DE PESSOAL  FG2","2/2018","23246,08","10820,62","0,00","9379,22","24687,48"
"374","26/08/2014","COORDENADOR DE INFRAESTRUTURA, REDES E TELECOMUNICACAO FG2","2/2018","13608,85","0,00","0,00","3577,89","10030,96"
"255","06/01/1992","COORDENADOR DE PROCESSO LEGISLATIVO FG2","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"181","15/04/1991","COORDENADOR DE PROTOCOLO FG2","2/2018","23246,08","0,00","2557,07","8028,24","17774,91"
"426","08/09/2014","COORDENADOR DE REGISTRO PARLAMENTAR E REVISAO FG2","2/2018","13188,00","0,00","0,00","3428,59","9759,41"
"468","30/01/2015","COORDENADOR DE RELACOES PUBLICAS E CERIMONIAL FG2","2/2018","13209,16","0,00","0,00","3436,10","9773,06"
"376","26/08/2014","COORDENADOR DE SAUDE E QUALIDADE DE VIDA FG2","2/2018","8879,20","0,00","0,00","1900,05","6979,15"
"449","31/10/2014","COORDENADOR DE SEGURANCA FG2","2/2018","8879,20","0,00","0,00","1900,05","6979,15"
"404","10/09/2014","COORDENADOR DE SISTEMAS DE INFORMACAO FG2","2/2018","13188,00","0,00","0,00","3428,59","9759,41"
"82","01/10/1982","DIR. DE  DIVISAO DE SUPRIMENTOS","2/2018","23246,08","0,00","0,00","7325,05","15921,03"
"83","17/11/1982","DIR. DIV. ATENDIMENTO  PLENARIO E PRESIDENCIA","2/2018","1937,17","36781,16","0,00","213,09","38505,24"
"84","18/03/1983","DIRETOR DE ASSUNTOS LEGISLATIVOS FG4","2/2018","23246,08","0,00","2557,07","8080,38","17722,77"
"371","26/08/2014","DIRETOR DE FINANCAS FG4","2/2018","17322,92","0,00","0,00","4513,55","12809,37"
"165","25/02/1991","DIRETOR DE GESTAO DE PESSOAS FG4","2/2018","23246,08","0,00","0,00","7325,05","15921,03"
"391","01/09/2014","DIRETOR DE GESTAO DOCUMENTAL FG4","2/2018","16999,55","0,00","0,00","4450,98","12548,57"
"460","19/11/2014","DIRETOR DE INFRAESTRUTURA E SERVICOS FG4","2/2018","12745,36","0,00","0,00","2837,53","9907,83"
"176","03/04/1991","DIRETOR DE MATERIAIS E PATRIMONIO FG4","2/2018","23246,08","0,00","0,00","7220,78","16025,30"
"171","01/03/1991","DIRETOR DE TECNOLOGIA DA INFORMACAO E TELECOMUNICACAO FG4","2/2018","23246,08","0,00","0,00","7168,64","16077,44"
"80","23/07/1982","DIRETOR DIV.APOIO SERV.ATEND.","2/2018","23246,08","0,00","2557,07","8080,38","17722,77"
"242","07/11/1991","DIRETOR GERAL FG6","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"183","25/03/1991","ENC.UNID. ATEND.A PRESID.VER.","2/2018","23246,08","0,00","0,00","7325,05","15921,03"
"164","18/03/1991","ENCAR. UNID.COMPRAS, LICIT.,ALMOX.","2/2018","23246,08","0,00","2557,07","8080,38","17722,77"
"202","18/11/1991","ENCAR.UNID. ATAS, AUTOGR. E PAUTAS","2/2018","23246,08","0,00","2557,07","8028,24","17774,91"
"162","28/02/1991","ENCAR.UNID. DE PATRIMONIO","2/2018","23246,08","0,00","2557,07","8028,24","17774,91"
"85","28/03/1983","ENCAR.UNID.AUTUACAO PROCESSUAL","2/2018","23246,08","0,00","2557,07","8080,38","17722,77"
"160","15/03/1991","ENCAR.UNID.DE CONTABILIDADE","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"2003","01/01/1993","FAXINEIRA","2/2018","12981,10","0,00","0,00","3735,68","9245,42"
"462","13/11/2014","MEDICO DO TRABALHO I","2/2018","7471,47","0,00","0,00","1781,14","5690,33"
"464","01/12/2014","MEDICO DO TRABALHO I","2/2018","6918,03","0,00","0,00","1532,67","5385,36"
"439","21/10/2014","MEMBRO DA COMISSAO DE SINDICANCIA FG1","2/2018","13818,84","0,00","1635,76","4145,20","11309,40"
"537","26/10/2016","MEMBRO DA COMISSAO DE SINDICANCIA FG1","2/2018","13046,20","0,00","1635,76","3923,24","10758,72"
"456","03/11/2014","MEMBRO DA COMISSAO PERMANENTE DE LICITACAO FG1","2/2018","8610,44","0,00","0,00","1700,43","6910,01"
"506","28/09/2015","MEMBRO DA COMISSAO PERMANENTE DE PROCESSO ADM. DISCIPLINAR FG1","2/2018","13046,20","0,00","1635,76","3923,24","10758,72"
"527","23/05/2016","MEMBRO DA COMISSAO PERMANENTE DE PROCESSO ADM. DISCIPLINAR FG1","2/2018","13046,20","0,00","1635,76","3923,24","10758,72"
"175","25/03/1991","OFICIAL DE TRANSP. E APOIO","2/2018","19148,16","0,00","0,00","5923,45","13224,71"
"350","18/02/1993","OFICIAL DE TRANSP. E APOIO","2/2018","21257,96","0,00","2338,38","7262,82","16333,52"
"362","01/03/1993","OFICIAL DE TRANSP. E APOIO","2/2018","23246,08","0,00","0,00","6453,60","16792,48"
"209","23/09/1991","OFICIAL LEGISLATIVO II","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"10395","21/02/2017","OUVIDOR - CEDIDO","2/2018","20701,82","0,00","0,00","5234,37","15467,45"
"365","25/08/2014","PREGOEIRO FG2","2/2018","13188,00","0,00","0,00","3376,45","9811,55"
"20127","08/03/2016","PREGOEIRO FG2 - CEDIDO","2/2018","4771,06","0,00","0,00","276,34","4494,72"
"8024","01/01/2005","PRESIDENTE","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"382","27/08/2014","PRESIDENTE COMISSAO PERMANENTE PROCESSO ADM. DISCIPLINAR FG2","2/2018","14617,99","0,00","1635,76","4385,71","11868,04"
"392","28/08/2014","PRESIDENTE DA COMISSAO PERMANENTE DE SINDICANCIA FG2","2/2018","15933,25","0,00","1635,76","4852,30","12716,71"
"292","22/03/1991","PROCURADOR CHEFE ADJUNTO FG5","2/2018","28835,35","0,00","1635,76","9940,26","20530,85"
"441","21/10/2014","PROCURADOR I","2/2018","10240,54","0,00","1635,76","3161,17","8715,13"
"443","22/10/2014","PROCURADOR I","2/2018","10240,54","0,00","1635,76","3213,31","8662,99"
"444","23/10/2014","PROCURADOR I","2/2018","10752,57","0,00","1635,76","3394,95","8993,38"
"554","07/12/2017","PROCURADOR JURIDICO I","2/2018","9467,90","0,00","1635,76","2939,21","8164,45"
"10268","01/01/2017","SECRETARIO GERAL","2/2018","22789,07","589,38","0,00","5903,80","17474,65"
"10531","21/06/2017","SUBSECRETARIO DE ASSUNTOS ESTRATÉGICOS","2/2018","19645,75","0,00","0,00","4827,06","14818,69"
"10310","01/01/2017","SUBSECRETARIO DE RELACOES INSTITUCIONAIS","2/2018","23181,99","0,00","0,00","5851,67","17330,32"
"81","23/07/1982","SUPERINTENDENTE DE REDACAO LEGISLATIVA","2/2018","23246,08","0,00","2557,07","8080,38","17722,77"
"250","25/11/1991","TECNICO DE INFORMATICA","2/2018","23246,08","0,00","0,00","7272,91","15973,17"
"551","07/12/2017","TECNICO DE SEGURAN╟A DO TRABALHO I","2/2018","3763,49","0,00","0,00","533,17","3230,32"
"370","27/08/2014","TECNICO DE TRANSCRIÇÃO I","2/2018","3839,38","0,00","0,00","551,65","3287,73"
"377","01/09/2014","TECNICO DE TRANSCRIÇÃO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"427","05/09/2014","TECNICO DE TRANSCRIÇÃO I","2/2018","4184,92","0,00","0,00","664,23","3520,69"
"484","18/06/2015","TECNICO DE TRANSCRIÇÃO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"378","26/08/2014","TECNICO LEGISLATIVO I","2/2018","4108,14","0,00","0,00","560,22","3547,92"
"383","29/08/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"385","28/08/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"406","02/09/2014","TECNICO LEGISLATIVO I","2/2018","4108,14","0,00","0,00","645,54","3462,60"
"407","12/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","459,02","3380,36"
"409","08/09/2014","TECNICO LEGISLATIVO I","2/2018","3692,27","0,00","0,00","544,27","3148,00"
"410","03/09/2014","TECNICO LEGISLATIVO I","2/2018","8610,44","5585,01","0,00","1804,70","12390,75"
"413","02/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"414","02/09/2014","TECNICO LEGISLATIVO I","2/2018","4338,50","0,00","0,00","563,80","3774,70"
"415","08/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","551,65","3287,73"
"416","08/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"421","10/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"425","08/09/2014","TECNICO LEGISLATIVO I","2/2018","4069,74","0,00","0,00","636,18","3433,56"
"429","05/09/2014","TECNICO LEGISLATIVO I","2/2018","3692,27","0,00","0,00","544,27","3148,00"
"430","08/09/2014","TECNICO LEGISLATIVO I","2/2018","4261,71","0,00","0,00","686,07","3575,64"
"431","09/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","1279,79","0,00","580,09","4539,08"
"433","18/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"437","24/09/2014","TECNICO LEGISLATIVO I","2/2018","8610,45","0,00","0,00","1804,70","6805,75"
"438","16/09/2014","TECNICO LEGISLATIVO I","2/2018","3839,40","0,00","0,00","580,09","3259,31"
"448","03/11/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"453","31/10/2014","TECNICO LEGISLATIVO I","2/2018","4031,35","0,00","0,00","626,84","3404,51"
"465","19/12/2014","TECNICO LEGISLATIVO I","2/2018","3839,38","0,00","0,00","580,09","3259,29"
"469","30/03/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"490","24/06/2015","TECNICO LEGISLATIVO I","2/2018","3834,50","0,00","0,00","493,59","3340,91"
"491","29/06/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","1775,23","0,00","509,74","4815,95"
"492","06/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"493","07/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","1775,23","0,00","509,74","4815,95"
"494","06/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"495","15/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"497","07/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"498","07/07/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"500","29/07/2015","TECNICO LEGISLATIVO I","2/2018","3834,50","3195,42","0,00","578,91","6451,01"
"501","29/07/2015","TECNICO LEGISLATIVO I","2/2018","8321,52","0,00","0,00","1702,21","6619,31"
"516","15/10/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"517","01/12/2015","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"521","16/02/2016","TECNICO LEGISLATIVO I","2/2018","7128,76","0,00","0,00","1374,20","5754,56"
"529","27/06/2016","TECNICO LEGISLATIVO I","2/2018","3550,46","1775,23","0,00","509,74","4815,95"
"531","27/06/2016","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"532","15/07/2016","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"541","21/07/2017","TECNICO LEGISLATIVO I","2/2018","3941,01","0,00","0,00","576,40","3364,61"
"545","03/07/2017","TECNICO LEGISLATIVO I","2/2018","3834,50","0,00","0,00","421,80","3412,70"
"547","13/11/2017","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"548","28/11/2017","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"550","27/11/2017","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","481,30","3069,16"
"557","22/01/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"558","22/01/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"559","24/01/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","481,30","3069,16"
"560","23/01/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"561","01/02/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"562","01/02/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"563","01/02/2018","TECNICO LEGISLATIVO I","2/2018","3550,46","0,00","0,00","509,74","3040,72"
"208","05/08/1991","TECNICO OPERAC. DE REDES E EQUIP.","2/2018","23246,08","0,00","0,00","7220,78","16025,30"
"157","25/02/1991","TECNICO OPERAC. DE SISTEMAS","2/2018","23246,08","0,00","0,00","7377,19","15868,89"
"8000","01/01/2001","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8001","01/01/2001","VEREADOR","2/2018","10070,86","0,00","0,00","2141,83","7929,03"
"8013","01/01/2005","VEREADOR","2/2018","10070,86","0,00","0,00","2193,97","7876,89"
"8016","01/01/2005","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
"8017","01/01/2005","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8034","01/01/2009","VEREADOR","2/2018","10070,86","0,00","0,00","2193,97","7876,89"
"8043","01/01/2009","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
"8055","12/12/2011","VEREADOR","2/2018","10070,86","0,00","0,00","2193,97","7876,89"
"8061","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8063","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
"8065","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8066","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
"8067","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8068","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8072","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8074","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8075","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
"8076","01/01/2013","VEREADOR","2/2018","10070,86","0,00","0,00","2368,02","7702,84"
"8081","01/02/2015","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8084","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8085","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8086","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8087","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8088","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8089","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8090","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8091","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2298,24","7772,62"
"8092","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","1541,70","8529,16"
"8093","03/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8094","03/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"8095","01/01/2017","VEREADOR","2/2018","10070,86","0,00","0,00","2350,38","7720,48"
"37","15/03/1999","VEREADOR","2/2018","10070,86","0,00","0,00","2246,11","7824,75"
